Comment,Bully
mami depe cantik banget awet muda tidak kalah sama nyanyi datang baru moga samawa nama,0
mending lihat dek molen biarpun cowok tetapi cantik tidak kayak ini cewek tetapi malah kayak bencong wkwk,1
mereka hanya cari rejeki untuk keluarga kalau ada yang rasa tidak kenan tolong jangan guna keras,0
kasihan ih cari uang sampai begitu,1
yea pak polisi pintar haha langsung belok sim tembak tak tau rambu2 malah minta surat perintah yaelah kamu pikir rumah kamu mau geledah,0
anjir tonton yang sangat tidak mutu,1
memang dasar sih anak nya saja yang lebay urus pribadi di umbar biar di blow up aduh guna whatsapp sms orang telepon buat apa suka aneh,1
bicara saja lepot banyak gaya kamu bencong,1
bu ameeel sudah lama tidak ke bank kangen bu amel yang cantik ramah baik sama kangen tenteng hihiii tanya sih mbak bu amelnya pindah rumah dan lagi hamil sehat sehat ya bu amel salam buat annabel,0
asyik banget dancenya apa lagi lagu mancappppp,0
amazing banget miss nasional costume keren bangga sama budaya indonesia,0
heran deh yang maki sih via bawa asa ya wajar lah dese bawa asa karena udin muak sama orang yang munafik sok an baik sama dese lah apa kabar yang sering bawa asa sama laki orang tidak pada sadar diri itu puja att bukan pada gotong royong buat nasihat att ini malah gila buat muja att dan mojokin viaa dese juga manusia kali ah,1
ya ampun cantik banget asli angguunn,0
najiiisss kayak sih mbak dese tidak begitu saja haha maling teriak maling kaca buuuuuk,1
moga betul kalau sama yang ini mah kalau bella mah sudah dapat yang amat sangat pas lah,0
wah ini mah pe emuan buah ranum dan buah busuk sudah tau dong yang busuk yang manah mentok2nya adalah begitu saja kalau rebut laki orang,1
sikat habis lah orng2 sial kayak begini pimpin negara sendiri tidak di hormat jangan mentang mentang bapak presiden kita terlalu baik jadi di sembarangin saya marah tidak boleh kita hina pimpin kita sendiri saya harap segera di tindak hukum orang ini,1
mungkin si mbak nya marah marah karena ada kata kata yang tidak enak dari yang komen wajar lah kalau dia marah toh it kan cuma foto biasa saja kok jadi malah mbak nya yang di bully sampai bawa bawa fisik segala kan tidak bagus pintar pintar lah kita mnyikapi media sosial,0
senang lihat ibu dan bapak susilo bambang yudhoyono nikmat hari tua sama cucu cinta sehat terus ya memo dan pepo allah subhanahu wa taala lindung memo dan pepo dan keluarga kisss,0
dulu inul goyang ngebor baju ketat dcekal harus nya nih juga dengan sgja goyang dada mulu suara tidak sbrpa mrsk moral anak muda yang nonton bawa nafsu saja nanti,1
banyak banget emas jadi salpok emas tetapi sumpah lagu dan musik nya keren bngat apalagi konsep video musik nya ia ambil handel kan keren turut saya kalau denada taro kutang di luar itu karena masih minim perestasi tetapi kalau agnes itu hal wajar prestasi dan dunia fashion kalau a is indonesia ia selalu unggul karena ia berani meski tidak cocok ia pakai,0
waaaaoooo sopan sekali bahasami tunjuk kelas heeeehh yang repot sama hidup kamu siapahh kamu live tampil hal hal tidak penting yang nggilanikk jijik lihat orang banyak ya pantas lah dikomen kalau tidak mw dikomen video pribadi saja tonton sendiri kamu sama keluarga kamu di rumah tambah lagi nih e ong yang tidak punya attutude kampung,1
nama hoy baris sakit hati jijikk banget fan billy adalah alhamdulillah banget billy putus sama manusiaa buluk itu itu yang tunggu lama lama akhiry putus juga dan sekarang kobil juga jijik sama nih orang v,1
begini amat ingin tenar ya ampuuun malu kalau jadi anak ya kasihan,1
belajaer itu apa ya haha bela a is sampai begitu manusah2 begoh,1
kampung a is yang tumpang tenar gara gara muka mirip katy perry doang,1
nama asli cantik dan ayu lah mbak karena aku sudah be emu langsung juga sembak sangat ramah tidak sombong sepe i mantan2 yang lain hhe maaf ikut nimbrung kalau makeup buat natural mungkin karena sembak memang mau tonjol wa,0
haha kasihan ya tidak becus jadi rem harus rebut laki orang dulu biar kata perempuan dasar perempuan tak sadar diri kamu coy,1
pernah ketemu sama mbak a ika sari disesemall di jaka a ampunnn ayunee mana semampai murah senyummm cakap banget lah,0
keluarga ter humble ter sempurna ter sederhana dan tidak pernah sok lihat kayak dan tidak pnah manja pakai pesawat jet pribadi kayak yang lain lain,0
alah laki laki jaman sekarang sama saja sama sama bejat mau ustad kayak bukan kayak gila banget sama perempuan yang bukan istri aku tuju banget sama yang di bilang ustazah nama masuk surga bukan karena poligami masih banyak hal yang kita buat supaya bisa jadi akhlak baik untuk bisa masuk surga ya moga saja sih perempuan perempuan rebut laki orang di luar sana dapat azab yang tidak ampun yang hidup tidak bakal selamat dunia akhirat,1
dasar anjing itu cowok bukan orang berani sama cowok biasa one by one jangan sama yang lemah dasar ya cowok cowok jaman sekarang casing doang cowok nyali nya lebih lebih dari banci,1
waaah hamil malah makin cantik cewek kali iya adik bayi nya,0
terima kasih ibu nama se a seluruh keluarga telah pilih plataran darmawangsa bagai tempat acara keluarga besar saya selaku bagi staf di plataran darmawangsa sangat kes dan sangat tunggu datang ibu dan keluarga di lain waktu sehat selalu ibu dan keluarga amin amin ya rabi,0
oh ini toh yang kemarin tidak harga karya orang dan enak bilang jelek banget aduh itu pengantin perempuan nya kenyang ya sampai kembung begitu perut nya pepuralugu,1
suka banget banget nih sama nih a is tidak macam macam nyata masih lahir 1996,0
dan dengan bego dia bilang apa yang sama ya lirik saja tentang cinta begitu kok lagu saya benar benar tolol sih ayu tidak punya kuping apa iya orang yang dipermasalahin nada,1
taksir sama cewek seperti lembut banget kayak bolu,0
kayak becus saja jadi permpuan dia yang tidak becus jadi perempuan kok suka sama laki orang hehe,1
karena orang yang syudah cantik tidak perlu dandan heboh untuk buat lihat cantik dengan makeup yang simple begitu saja sudah pesona bikin hamish klepek klepek,0
alesha a i nama yang lindung allah amin ya rabbal alamin ya nak,0
eeee sih lacur situ becus jadi brempuan memang becus jadi sampah sih iya edeuuuuuh lonte lonte,1
wah akhir hamil lagi juga selamat ya mbak sandra moga hamil makin sehat saja makin fit dan moga lancar di prosesi salin nanti wah sudah jadi calon ibu nih,0
wah sama dokter sigit ya ini dokter the best banget baik banget humble orang recomend banget buat yang mau program dan hamil,0
orang banyak makan tai ya begini otak sudah penuh sama tai jadi tidak bisa pikir positif dari cara dia bicara saja tidak moral dasar kaum kaum laknat banci anjing banyak burit sih kamu jadi stres manusia ogah jumpa sama kamu anjing cuma anjing yang mau ketemu sama kamu tai,1
ashanti bunda the best selalu bela suppo anak meski bukan anak kandung,0
nama saya adalah lihat yang lihat jelas bukan main prasangka kayak kamu kamu itu hater kayak dukun dukun titis dajjal sok pintar tapi otak kosong maaf iya gue bala nabi muhammad yang percaya kalau sudah ditunjukkin 4 saksi dan bukti kalau,1
maaf muka jelek terus attitude nya buruk spesialis plagiat dan tahu pula,1
bagus dandan natural tidak banyak permak kayak anak jaman now lain,0
cakap ganteng pacar dewi persik sudah ini saja jangan ganti lagi ya dewi,0
karena sejati kamu adalah setan wujud manusia karena kerja setan ya goda manusia,1
itu pacar anggel pietrs kali dan cowok itu juga masih bocah nama yaelah jess terxta laku mu sama saja sp i ayuting2 hidup penuh dengan drama murah,1
nama cara didik o unya nagita bagus makanya amat sangat heran dengan balajaer kan nagita ya yang rugi sama junjunganny kenapa dia yang benci bodoh banget asli,1
suka cewek cantik dan mau blajarnya tinggi,0
ya ampun ini a is benar benar good attitude yang layak jadi panutan dia kan bisa saja kuliah di luar negeri tetapi karena bakti sama suami dia pilih kuliah di wilayah dekat suami salut banget,0
bu nama cucu bikin hati kita gembira ngangeni kadang kangen sama ceria mereka salam kangen buat cucu2 cinta,0
salam dirgantara terima kasih telah dukung dan sebar awareness kait program pesawat r80 moga momen emas ini jadi titik awal bangkit industri pesawat terbang indonesia agar kembali jaya sama eyang habibie yuk kita satu langkah terbang pesawat r80 cara langsung klik link di bio kami ya,0
suami swett lihat sayang banget sama istri ganteng lagi haaaaaaa sok swett lah moga langgeng selalu,0
kayak banci sudah mirip nenek nenek punya cucu mw di operasi di mua top tetap saja kalau asli nya tidak cantik luar dalam,1
milik cucu2 rupa bahagia yang tak nilai cucu bagai generasi terus bangsa,0
jijik saya lihat kayak ulet bulu kluget2 begitu hihi sampai sgitunya ingin kenal,1
masyaallah bagus banget,0
lucu yang bilang stefan menghabiskn masa muda wkwk umur adalah tidak muda muka saja yang baby face syukur bonus buat celinenya lah dulu mantan begimane di bawah umur ude pacran macam laki bini hiks lepas itu yakin deh susah ambil putus kayak stefan tipical cowok yang tnggung jwabnya tinggi,0
moga pelakor2 kena karma dan moga dapat karma yang tinggal istri yang bwrjuang dengan dia dari nol tetapi telah sukses selingkuh dan sok jadi kuasa ke istri ya,1
jujur saja ya nih orang malah bagus tidak operasi plastik ada itu foto dia belum dan sudah operasi plastik dioplas muka aneh seperti gagal oplasnya,1
yang pada bilang enji ganteng bebas slingkuh bego kali ganteng pala kamu bau menyan tidak ada ganteng ganteng nya banyak gaya kayak mantan bini depok nya,1
giling mulan jalang lagi kasih ceramah haha dasar cireng tidak tau diri tidak pernah kaca sih cireng lagi ceramah sok sok kayak pahlawan siang biar bisa be sayang sama ter kayak selpii ini,1
walaupun operasi plastik atau permak sekalipun tetap jelek pokok muka tegang kayak banci sudah sekian,1
gemulai nya momo bak putri keraton jawa moga satu lama nya dan cuma maut yang pisah kan gbu,0
nama ini lagi pikir manusia bodoh eh tante ibu oma empo otak kamu picik banget ya dia juga manusi biasa ada larang memang di dunia ini orang di larang ngungkapin unek2 bodoh human,1
pernah lihat di infotainment belum nikah waktu tanya siap jelang nikah sandra dewi bilang kalau dia sama calon suami ingin banget cepat punya anak nanti habis meni karena mereka suka anak kecil bahkan mereka sudah prepare program program yang akan mereka laku kalau dalam waktu dekat belum kasih anak but finally selamat moga lancar dan sehat terus sampai lahir,0
tidak pantas panggil ustad orang munafik ceramah sana sini orang laku sindir saja menzolimi istri sah nya dengan poligami diam diam kasihan istri pe ama tidak tau malu istri dua aduh kalau ada yang masih panggil dia buat ceramah nama bodoh,1
selalu suka sama via orang nya jujur apa ada tidak gimmick2an hidup hitam ya hitam putih ya putih kalau bicara blak2an kalau tidak suka dia bicara jadi tidak pura pura gue banget sih apa ada tidak munafik sp i ajar o kamu gue jangan suka beri senyum palsu tidak kayak a is yang sana itu yang mulut lebar kayak gorong2 tukang tipu munfik banget kalau tanya wa awan juga jawab perilaku sama omong tidak balance,0
wah itu kardus mulut busuk jangan jangan sampah makan,1
moga mas agus jadi pimpin di masa akan datang salah satu pimpin yang sukses adalah dia sukses dalam pimpin dalam rumah tangga,0
hati buat dari apa ya mbak gigi yang hati luarbiasanya saja sampai di benci coba sebut heternya mbak salah apa yang mbak gigi laku duh aku saja jadi suka sama sifatnyaaaaaaaaaaa,0
japok gateeel memang sudah jelas dia ada main sama sih mamad sampai sih jessica dimusuhin deddy corbuzier saja jijik sama sih japok semenjak nagita undang di hitam putih bera i nagita cerita di belakang panggung itu saja sih turut gue,1
ini siapa sih sih enji apa is kah malas banget jijik laki model begini adalah tidak ada tanggung jwbnya ayu bunting di tinggal anak tidak di akuin sekarang anak sudah nongol bilqis cantik eh sampai bini nya ngeposting yang olah enji kangen anak najonggg jijik betul sudah deh min tidak usah di bahas lagi laki macam begini apa is saja bukan tidak ada panutan yang bisa di ambil nama,1
ini orang otak tidak pernah di sekolah ya itu risiko ketika sudah unggah sesuatu di media sosial ya pasti bakal dapat bincang dari warganet publik figure kok tidak ada otak,1
ganteng banget meski aura kencang banget ragu moga langgeng mami,0
laki laki yang benar juang untuk anak istri bahagia istri insyaallah di dunia dapat rejeki yang tidak sangka sangka di akhirat akan ada surga kelak amin,0
pingkan nih suara enak banget bindeng2 bagaimana begitu cir khas ibarat gue merem dengar suara gue sudah langsung tau,0
manusia laknat mati di apa ya,1
sebenarnye cocok enji sama att sama sama gateeeel haha pantas saja sih tongtong dipe emukan dengan enji sudah hukum alam kalau jodoh kita cermin diri kita nah sih entong harus bekaca dengan masa lalu biar sadar tetapi teryata otak 1 sama tetap mau di pe ahankan jadi sekarang malah jadi jadi guatelnye sama saja kayak enji ha,1
nama wkwk banyak lah cerita kayak begitu buat ajar saja jangan sampai nih swamik swamik lebih pilih ke rebut laki orang daripada istri pe sama akan hancuuurr bookk tidak bohong deh akan kere akan kismin akan nyungsep memang yang atur rezeki itu tuha,1
iya gue pernah pacar sudah nikah malah tapi tidak norak lu tidak risih memang jangan asal aplod perhati ikut kamu yang lumayan banyak itu tar bawa norak,1
ganteng ini kalau tidak salah managernya moga di lancar ya,0
nama iya km bening lewat bening jadi buluk kan ya mbak mbak baru tel apa sih komen kayak begini apa baru surup,1
cewex luar biasa cantik cowox mmmmhh hehe,0
jijik banget lihat tingkah sih upil ini mudah mudah cepat tidur lama,1
nama tidak usah sok jadi high class mbak lihat komenmu sendiri memang semua a is itu sama beda beda mbak ada yang suka curhat di instagram ada yang curhat ke teman ada yang curhat ke tuhan tidak usah terus mulut situ maju dulu otak belakang pikir yang curh,1
moga selalu sehat dan murah rejekinya ya pak,0
kereeeennnnnn suaranyaaahh okkeehh ketjeeehh badaaiik ughllaaaallaa,0
keren banget suara nah kayak begini dong kids jaman now,0
soal pasang hidup ijk salut sih sama mami depe tidak matre dan banyak mau yang penting single dan cocok dia mau ajak meni tidak kayak tetangga belah saking matrenya suami orang di embat juga,0
biadab kalau nanti anak kamu di bully gue mampusin ya,1
keren tidak suka sama agnes tetapi suka sama lagu ini dan jadi suka juga sama iya nyanyi santai lagu tetapi asyik,0
dgrin ini sampai bulu kuduk naik saking bgusnya masyaallah apik banget suara,0
noraaak abiiis baru kebel emas az pamer apa lagi main berlian ciiinnnnn,1
bagus iniii tidak kayak yang ingin kenal rambut di alus2in dulu muka di makeup dulu biar kamera keren haha kalau mereka benar benar lihat lagi lelah habis pulang sekolah,0
nama iya sudah salam kenal iya mbak senang bisa kenal sama mbak bagai manusia kita saling ingat iya bagai manusia kita harus tau diri jangan sombong yang gede mentang mentang sudah jadi a is haha iya sudah mbak kita pergi saja iya dari komen di foto nih nanti kita jadi korban dia sel,0
mrinding bagus pol di jaga ya dek polos jangan sampai kayak sih aw2 dan kawan kawan,0
yang ini lebih cantik sih hebat juga nih laki ciwik nya cakap cakap lo,0
tiap caption yang di buat ibu dan tiap kali saya baca captionnya cara tidak langsung saya ajar bahasa inggris terima kasih ibu cara personal saya tidak kenal ibu anie tetapi saya yakin betapa bangga anak cucu bisa kamu didik ibu jadi generasi bangsa yang mandiri dan unggul sehat terus ibu moga cinta kasih dalam keluarga selalu engkau tebar untuk mereka,0
nama gue tanya memang kador a is benar komen kamu tolol sumpah masa harus kenal dia buat nilai dia a is atau bukan haha semua orang indonesia juga pasti tuju kalau kador bukan a is tetapi cuma celebgram dari kampung kamu tau kan beda a is dengan selebgra,1
amin moga selalu di lancar dan di mudah rejeki nya jadi ingat waktu suami saya juga gojek dulu sering nlp tanya anak istri nya sudah makan atau belum padahal mungkin dia sendiri entah sempat makan atau tidak walaupun hujan2an dan panas2an tetapi tidak penh keluh selalu sempat komunikasi dan tetap keep in touch di sela2 sibuk bangga dan tetap juang iya ms gojek karena anak dan istri selalu doa yang baik,0
ratu rebut laki orang jagat raya mana mana lonte ya tidak punya malu yang rasa lonte di sini tolong punya malu sedikit,1
a is kampung wkwk,1
ih dia kan paling becus makrum paling becus rebut suami orang hehe,1
yang tidak becus itu lah jedun hidup nya cuma bisa rusak kbhgiaan orang lain mau hidup serba mewah tetapi tidak mau kerja malah morotin laki orang karma pasti akan mnghampirimu,1
dia ganteng tidak hanya saat seragam tapi ganteng saat jadi panutan keluarga moga anak saya milik fisik yang elok macam makhluk allah nih,0
jemima kan anak angkat celine eleeya anak hubung celine dan dirly dan saya haru saya tau kalau jemima adalah anak panti asuh yang dia rawat dan wajar kalau stefen lebih pilih celine karena hati baik,0
dan lebih bagus lagi kalau diam saja haha jahat aku,1
goblok gue tonton kali kaget juga,1
salut buat bunda nama selalu yang trdpan lindung anak ya mngalahin ibu kandung sendiri yang cuma diam saja bt aurel pak yang salah pada dia juga manusia cipta allah kalau pun dia lebih segala ya dari yang suka nyinyir masalah pnampilan bra i sudah nasib itu orang tidak bisa sp i aurel yang lebih baik dan bagus dari yang nyinyiiir,0
di ulang kali kali sampet tidak percaya kalau ini suara asli bagus banget,0
nama iya banyak bera i mereka norak kampyuung coba lihat a is yang adem ayem lihat isyana lihat agnezmo lihat mbak liaaat jangan lihat saja coba di telaah deh kasih tau contoh a is yang better eh jawab begini ya cocok lah,1
dari awal percaya gimik raffi gigi dan att sehingga att pese a keluarga di hujad dan anak nya di hujad makin kesini tonton makin di bodohin makin publik te uju mereka yang kasihan para penghujad tidak apa lah ayu tidak ada di pesbukers biar dia ngeluarkn album baru single baru telah para a is hal keluar nengri gimik apa lagi iya,1
go a head via cuekin saja sudah biasa itu dalam gaul dunia kerja dan masyarakat biasa apalagi gaul e ong pasti ada yang gatal bin sirik kalau lihat orang sukses anggap saja kuman tidak usah buat status malah neng mereka ada bahan buat tertawa betul enggak,0
najis najis sudah homo saja harus orang kayak begini di musnah dari muka bumi,1
keren suara dasar cantik tinggal di poles sedikit sinar,0
nama bego nya lagi percaya diri amat bicara olah yang dia bilang paling benar padahal bukti saja tidak ada mau lihat pintar jatuh bego,1
memang bukan hal tabu cium begitu iya memang tapi yang bikin eneg itu citra nya yang sok alim sok baik sok bijak dan sok sok yang lai anda dia lebih apa ada itu lebih baik dari pada citra bukan sok alim atau sok suci serius,1
nah ini baru keren daripada mbak mbak superman wkwk,0
wkwk ya allah ya tuhan ku kenapa lah orang orang munafik nih tetapi sok suci mulan jamela kan ayu ting2 ngikuti jejak a bukan wkwk nama,1
semangat mebangun indonesia yang lebih maju pak jokowi,0
dasar a is abal abal enggk laku di layar kaca sudah enggk ada duit kere miskin jadi main k dukun buat minta elmu pelet rebut suami orang yang kayak,1
moga lancar nikah dan ayah lekas temu dalam ada sehat tanpa kurang suatu apa,0
bahagia punya anak cantik bakat syukur benar dapat titip demikian indah,0
alhamdulillah nama tidak jadi sama yang ini engku emran masyaallah ganteng anteng sabar saleh nyanyang senyum cute bawa asa deh,0
terima kasih pak susilo bambang yudhoyono ibu ani yang selalu tani beliau sudah beri kontribusi yang sangat luar biasa kepada indonesia lama 10 tahun pimpin moga selalu bahagia sehat selalu amin,0
ikut happy suka banget sama nih couple salah satu pasang sempurna turut gue,0
subhanallah getar hati dengar suara nya,0
nama padahal km lebih kampung lah pakai kerudung tapi mulut cih,1
amit amit deh orang jahat jilat bohong rebut laki orang jijik banget,1
cantik polos apa ada tapi lihat bakat moga kalau sudah tenar gek jadi selebriti instagram kalian tidak kaya2 sih mbak novilda ya dek yang hilang arah tetap begini jangan cepat tumbuh dewasa dan terus asah bakat kalian allah bless kamu both,0
mau duda mau singgel itu tidak masalah yang penting laki jaman sekarang setia tani dunia akhirat amin good luck dewi persil sehat selalu dalam karya,0
nama tolol tidak ada hubung nya gugur dengan pakai hijab syar i yang kamu bilang bayi nya panas dalem tidak ada hubung nya woyyyy otak sama jempol kamu tidak sinkron sih ya jadi asal tulis komentar,1
min minta doa juga buat saya mudah lancar dan selamat saat lahir bulan mei ini amin,0
najis apalagi di philipine biasa banget kali di sana saja bangga jadi usak moral kok bangga najis banget lihat cukup di sini saja komen nya dia ingin ngetop lewat nitezerrre wkwk harap laku,1
pria setia kerja keras tidak malu pilih pilih cari nafkah sangat sedikit sekali yang banyak balik beda banget sama orang yang kenal mentang mentang ganteng pilih anggur ketimbang jadi ojek online sudah begitu istri diselingkuhin lagi baik kalau ada mau,0
orang presiden tanpa embel gelar bangga sekali,0
keren sumpah banget bagus,0
begini pasang suami istri yang normal romantisme hanya dia dan istri yang tau tidak perlu umbar tetapi jaga yang suka umbar mesra institut teknologi indonesia banyak tutup nyata yang benar,0
nama itu komen yang tidak anda lihat ada berapa banyak jangan jadi guna media sosial yang bodoh jangan asal bunyi situ sehat pakai hijab masih nyinyir saja,1
wah mbak rini hamil ya selamat ya mbak moga kandung sehat saja juga mbak rini makin bahagia di hamil yang pe sama dan moga lancar di proses salin nanti,0
nama itu yang komen via nyinyir mulu aduh seperti dia tidak pernah nyinyir orang saja mungkin lebih parah kalau orang sudah sok benar adalah begitu padahal ini kan media sosial hak dia dong instagram juga instagram dia yang penting kan nyinyir tidak pakai instagram si,1
nama baru itu saja kan iya mbak apa lagi kayak agnes mau banyak harga nya tetapi tidak kampung beda am yang ini,1
gileee suaraaanyaa keren parah suka,0
cewek tak tau diri nih rebut pacar orang sudah mana punya abang yang dukung sifat jelek lagi wkwk,1
nama maklum shaaay fan gatis keras itu otak bebel realita sepe i apa juga tidak akan dia terima sepe i hal nagita itu a is sudah dari jaman dia kecil eh di bilang tumpang tenar ke rapi mamad padahal kan yang jadi sih mamad gede iya ph dan,1
yang komen kenapa sih mbak ini tidak sedih malah ketawa ketawa ya iya kalau kita sudah sakit sama pasang sampai berlarut2 apa juga sih kita sedih sampai depresi segala serahin sama allah saja bawa happy saja meski sakit lagi sih mbak senyum senyum di wajah tetapi hati mana tau kan senyum bisa jadi buat menetralisir kondisi hati yang lagi puruk ada pepatah bilang kalau bahagia jangan trllu bahagia kalau sedih juga jangan trllu sedih imbang saja biar tidak gila,0
sakit di otak sama hati itu adalah dia sudah tidak ada nurani dan urat malu pajak saya lah yang ngegaji orang orang gila hormat ini,1
